adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path
False,/l6trIrFvJbQIvHYpaFCKuwqLUbS.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",https://www.netflix.com/title/81122487,699280.0,tt12221748,en,Becoming,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",10.054,/f0vo1yoEVlbpJ0Fkn0FgU7dTrO8.jpg,"[{'id': 122147, 'logo_path': '/eotra9uY7zyivEzDL4bFdn7Elm4.png', 'name': 'Higher Ground Productions', 'origin_country': 'US'}, {'id': 72132, 'logo_path': '/y3YBEgsYpONcYFf1xaM7VmcbUCT.png', 'name': 'Big Mouth Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-05-06,0.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Your story is your power.,Becoming,False,7.5,135.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/gTD7f44rpn42qRSAoGcm8JlUATn.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",https://www.netflix.com/title/80218104,567525.0,tt9482786,en,Sebastian Maniscalco: Stay Hungry,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",5.057,/ewzJ918NPApQI9gUMacNhJFDInB.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-01-15,0.0,65.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Sebastian Maniscalco: Stay Hungry,False,6.46,25.0,,,,
False,/650xHCrA3hlEXggrfPiVKhkAqmb.jpg,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/81021977,768509.0,tt13411948,en,Captain Underpants: Mega Blissmas,Christmas gets weird - really weird - after George and Harold go back in time to change up a few of their beloved holiday's traditions.,9.413,/uiiM9DiRWLyXJfGCQe03CseURFo.jpg,"[{'id': 1938, 'logo_path': '/Tmc9JLmLPTSQUgsMP4BjCN8Off.png', 'name': 'Scholastic Productions', 'origin_country': 'US'}, {'id': 4152, 'logo_path': '/mcVI379lknPUPOn80eCGGZMxr3k.png', 'name': 'Titmouse', 'origin_country': 'US'}, {'id': 42141, 'logo_path': '/3DWUezrpxTqVMW4oKRhzfqJbULK.png', 'name': 'DreamWorks Animation Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-12-04,0.0,45.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Captain Underpants: Mega Blissmas,False,6.2,9.0,732397.0,Captain Underpants Collection,/j4PKsYEqEhgAHcCLIDfbDnrD8kc.jpg,/5E1ol5WGM0RZTHFf5NcTl0mLR7Z.jpg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/4YbHir4Ka4kG7WOdh0anXv1iT8s.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,637920.0,tt10431500,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",34.773,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,"[{'id': 137006, 'logo_path': None, 'name': 'Lanistar Media', 'origin_country': ''}, {'id': 98733, 'logo_path': '/3efPGQE0OWuqlR5bxeVLWoJh2Q4.png', 'name': 'Motion Content Group', 'origin_country': ''}, {'id': 126639, 'logo_path': None, 'name': 'CJ Entertainment Turkey', 'origin_country': 'TR'}]","[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",2019-10-10,19289062.0,132.0,"[{'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Miracle in Cell No. 7,False,8.273,4109.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/9BfKS8tA0rpMxTW99masRde1bIV.jpg,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",https://www.netflix.com/title/81004797,674944.0,tt9345754,es,Hogar,"An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price.",11.893,/pNM2VmqS2FBL92EJ0fUPLgoij8x.jpg,"[{'id': 11068, 'logo_path': '/jOdUllzDZRFy0tPIFDEwpP4Mpv4.png', 'name': 'Nostromo Pictures', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2020-03-25,0.0,103.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Occupant,False,6.33,665.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/dlkgi4Z5yPOZnSqn3e2KAgcQ9AJ.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/80237903,573911.0,tt9426212,en,Gabriel Iglesias: One Show Fits All,"In a new comedy special for 2019, Gabriel ""Fluffy"" Iglesias discusses his teenage son, encounters with Snoop Dogg and an overzealous fan, and more.",5.044,/bbXeogreIMbpIOGUdRnIlU1rKiG.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-01-29,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Gabriel Iglesias: One Show Fits All,False,6.818,44.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/b6sELJN0Qe1L7nMbW5Lani5Kr0h.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/81002876,635769.0,tt10952752,en,Nikki Glaser: Bangin',"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",5.187,/gDONCdMEwhpKAeDJJ8VuGV6YJXK.jpg,"[{'id': 91410, 'logo_path': None, 'name': 'Den of Thieves', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-10-01,0.0,63.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Nikki Glaser: Bangin',False,6.7,35.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/bfQ5JlpHrpaYNTDF8yC1Yd3BDXW.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,613446.0,tt8902990,hi,The Sky Is Pink,The 25-year-old love story of a couple is told through the lens of their teenage daughter after she is diagnosed with pulmonary fibrosis.,5.796,/jXseh5pR0NuuNhHhyhM5DasqL8v.jpg,"[{'id': 90771, 'logo_path': '/k8HFbn9eFErUcRa4GDrJnn2ofcu.png', 'name': 'Purple Pebble Pictures', 'origin_country': 'IN'}, {'id': 100972, 'logo_path': '/ni6szJ3gzDOAmZwlHXKaFyvsxEQ.png', 'name': 'RSVP Movies', 'origin_country': 'IN'}, {'id': 124042, 'logo_path': '/yAphiXGgomJpDZfHYpjw3FX975R.png', 'name': 'Roy Kapur Films', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2019-10-11,0.0,143.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Har Ek Ka Apna Sky Hota Hain.,The Sky Is Pink,False,7.828,58.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/yEBBtk1eyZltGgJt8Z2zi3KIvvX.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",https://www.netflix.com/title/81098822,689249.0,tt12078990,es,La Casa de Papel: el fenómeno,A documentary on why 'Money Heist' sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.,25.767,/AboUXTrDWEi0PuZUqaft0iwBTm7.jpg,"[{'id': 100783, 'logo_path': '/zCbBliLd81vorYMSBT3vkv5sHYL.png', 'name': 'Vancouver Media', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2020-04-03,0.0,57.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Money Heist: The Phenomenon,False,7.47,1034.0,,,,
False,/q9lf5lt1QWAPVdPXckFOzCeFB07.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",https://www.netflix.com/title/81058434,658777.0,tt12875782,de,Freaks – Du bist eine von uns,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.",10.364,/6xzEwXNllYKxhRFCtWzRaYdA6gD.jpg,"[{'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}, {'id': 138507, 'logo_path': None, 'name': 'PSSST! Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2020-09-02,0.0,93.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Freaks – You're One of Us,False,5.571,288.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/a8ppJJIQmEJcLSFfhxupc4aT4KW.jpg,,9070000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,571785.0,tt11777040,ko,사냥의 시간,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",14.861,/bkuuvDoPkOJpg0ZDzHkUWt8ZG5A.jpg,"[{'id': 3657, 'logo_path': '/2YXnZa6yPjxdHKzBLgmf57D8QpM.png', 'name': 'Sidus', 'origin_country': 'KR'}, {'id': 71853, 'logo_path': '/lrKwhhkjtqtl2o0A8DmQZHSk7vP.png', 'name': 'Little Big Pictures', 'origin_country': 'KR'}, {'id': 88607, 'logo_path': None, 'name': 'Union Investment Partners', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2020-02-22,0.0,135.0,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Time to Hunt,False,7.254,266.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/tebOMjb80qqFjWDthgEu08BMGi8.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",https://www.sellbymovie.com/,598586.0,tt8739582,en,Almost Love,"Adam and Marklin’s 5-year relationship has gone from a passionate flame to a simmer, forcing them to reconcile with each other’s shortcomings while their friends endlessly search for love in New York City.",4.091,/poT702txRhohpQ6sZfOxu7OIxMQ.jpg,"[{'id': 191039, 'logo_path': None, 'name': 'Sell By Film, LLC', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-06-26,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Almost Love,False,6.559,34.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/mYU1NFj8U99yX4sXEGcvEGQ7RQG.jpg,,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,538207.0,tt7903530,en,We Die Young,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",16.569,/dB0Dl2nDRmvplaJLeHSfkppJXHs.jpg,"[{'id': 32469, 'logo_path': None, 'name': 'Dream Team Films', 'origin_country': 'BG'}, {'id': 3870, 'logo_path': '/hZlf4rlzB913VrRzSED4NLPy0EM.png', 'name': 'Premiere Picture', 'origin_country': 'GB'}, {'id': 2982, 'logo_path': None, 'name': 'Signature Pictures', 'origin_country': 'US'}, {'id': 135548, 'logo_path': None, 'name': 'Dog with a Bone Productions', 'origin_country': 'GB'}, {'id': 135549, 'logo_path': None, 'name': 'Zone Vision', 'origin_country': ''}]","[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-05-09,143837.0,93.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Every Life Is Worth Saving.,We Die Young,False,6.906,260.0,,,,
False,/xbu8UeKc1IKnsfkczJ07QDJffXN.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/81044582,706345.0,tt12357266,en,Jo Koy: In His Elements,"Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.",2.329,/zx7kOO45cNcE8ag5co9uzYRmUd3.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-06-12,0.0,55.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Jo Koy: In His Elements,False,5.462,13.0,,,,
False,/t93doi7EzoqLFckidrGGnukFPwd.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://www.netflix.com/title/80198975,339095.0,tt1552211,en,The Last Days of American Crime,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",9.67,/ygCQnDEqUEIamBpdQdDYnFfxvgM.jpg,"[{'id': 19648, 'logo_path': None, 'name': 'Radical Studios', 'origin_country': 'US'}, {'id': 551, 'logo_path': '/fQp9uyicPHVS4gd2mgUoZOyJ0ss.png', 'name': 'Mandalay Pictures', 'origin_country': 'US'}, {'id': 7882, 'logo_path': None, 'name': 'Radical Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-06-05,0.0,149.0,"[{'english_name': 'Irish', 'iso_639_1': 'ga', 'name': 'Gaeilge'}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}, {'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Croatian', 'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Last Days of American Crime,False,6.645,768.0,,,,
False,/xALGpuW7HTv5muDw0WtWPARBpgy.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/81157965,671652.0,tt11738792,en,Taylor Tomlinson: Quarter-Life Crisis,"Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.",6.352,/k3dWZYGa0Tq1mdOUrUXTF7i2n3z.jpg,"[{'id': 194022, 'logo_path': None, 'name': 'TTOM Productions', 'origin_country': ''}, {'id': 3831, 'logo_path': None, 'name': 'Triage Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-03-03,0.0,61.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Taylor Tomlinson: Quarter-Life Crisis,False,7.247,81.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/zgkmvarRACKU1NyAoaqVPobi8ID.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",,576692.0,tt9612680,en,Human Nature,"The biggest tech revolution of the 21st century isn’t digital, it’s biological. A breakthrough called CRISPR gives us unprecedented control over the basic building blocks of life. It opens the door to curing disease, reshaping the biosphere, and designing our own children. This documentary is a provocative exploration of CRISPR’s far-reaching implications, through the eyes of the scientists who discovered it, the families it’s affecting, and the genetic engineers who are testing its limits.",4.594,/dLiHA0lClASpsl4URlcxt1IL5eh.jpg,"[{'id': 143062, 'logo_path': None, 'name': 'Sandbox Films', 'origin_country': 'US'}, {'id': 144551, 'logo_path': None, 'name': 'News and Guts Films', 'origin_country': ''}, {'id': 144552, 'logo_path': None, 'name': 'The Wonder Collaborative', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-03-12,0.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Human Nature,False,7.038,26.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/DtGV25lfU91aAgGYrDEEqfGmr5.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,576296.0,tt8750122,en,Benchwarmers 2: Breaking Balls,A washed-up baseball player becomes an attorney. He gets a chance at redemption when his boss asks him to manage the company softball team in hopes of winning a championship.,6.443,/4TxdsFc149fntpR1ia8Ri8JQieb.jpg,"[{'id': 14987, 'logo_path': None, 'name': 'Two 4 The Money Media', 'origin_country': 'CA'}, {'id': 497, 'logo_path': '/pMyhOBd3sCiLzBlmIopdJkcUFtn.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 17009, 'logo_path': '/ssowAxOrrqsSR2CKeiytOXwLoCW.png', 'name': 'Universal 1440 Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2019-01-29,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Benchwarmers 2: Breaking Balls,False,4.5,20.0,632730.0,The Benchwarmers Collection,/a220sDotBQd3CECjWl9Aezky8IV.jpg,
False,/t2Po4BVdG3UmlfOACo9US1zjumr.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/80231468,531438.0,tt8510488,en,Holiday in the Wild,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",10.16,/kDXMzBpiUJld5zLnSqDmGln3XuM.jpg,"[{'id': 79287, 'logo_path': None, 'name': 'Advantage Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-11-06,0.0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Swahili', 'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,A romance off the beaten path,Holiday in the Wild,False,6.529,484.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/6C7ZGYeR8QpT3X6C2RFEu6yiSKK.jpg,,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",https://www.netflix.com/title/80232043,622855.0,tt7736496,en,Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",17.383,/5RbyHIVydD3Krmec1LlUV7rRjet.jpg,"[{'id': 124805, 'logo_path': None, 'name': '260 Degrees Entertainment', 'origin_country': ''}, {'id': 21199, 'logo_path': '/freGVtYt766cJ6HollWKl8RO64a.png', 'name': 'Brillstein Entertainment Partners', 'origin_country': 'US'}, {'id': 53215, 'logo_path': None, 'name': 'Get Lifted Film Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-11-06,0.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Discover a world of wishes and wonder,Jingle Jangle: A Christmas Journey,False,6.664,447.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/oLxuAGR58NMBYRiMtaXRnkWY4c2.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",,597594.0,tt8727582,en,Circus of Books,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",11.609,/y19U39IccjFpn70UmYIET9B3dBV.jpg,"[{'id': 19328, 'logo_path': '/2AdkrU1av4fDGw0Zaf68XH4YcqC.png', 'name': 'Ryan Murphy Productions', 'origin_country': 'US'}, {'id': 11594, 'logo_path': '/4w31g1L8zrpOuZ7s7f83qkmfOVZ.png', 'name': 'Passion Pictures', 'origin_country': 'GB'}, {'id': 123193, 'logo_path': '/k1RJoUbMFU8QA2WO8XfelcvVqUJ.png', 'name': 'Neon Heart Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-04-26,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Neighbourhood entrepreneurs, local heroes",Circus of Books,False,7.0,86.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/qLplMznLkSxMkM7dHLRfypUD65Q.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",http://www.moriarti.com/en/productions/la-trinchera-infinita,542928.0,tt7937168,es,La trinchera infinita,"A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.",9.989,/rgS3e3sTUHeVgKzKmFhIJcl9tVA.jpg,"[{'id': 10053, 'logo_path': '/t9Fnm9KvpkJXZSyaZU0sAWzj8EN.png', 'name': 'La Claqueta', 'origin_country': 'ES'}, {'id': 67475, 'logo_path': None, 'name': 'Manny Films', 'origin_country': 'FR'}, {'id': 28790, 'logo_path': None, 'name': 'Moriarti Produkzioak', 'origin_country': 'ES'}, {'id': 10054, 'logo_path': None, 'name': 'Irusoin', 'origin_country': 'ES'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}, {'id': 31123, 'logo_path': '/Q9F9wXH9XRsSwvR9eA0Yn8P1wT.png', 'name': 'EiTB', 'origin_country': 'ES'}, {'id': 6878, 'logo_path': '/fIfZV1HuiG27Ijk6apChuyoUMTf.png', 'name': 'Canal Sur', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2019-10-31,0.0,148.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Endless Trench,False,6.887,221.0,,,,
False,/71QShuRVcS1talu2CxhMXTwGd6y.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",,596204.0,tt10050766,en,Brené Brown: The Call to Courage,"Brené Brown is a research professor at the University of Houston Graduate College of Social Work. She has spent more than a decade studying vulnerability, courage, authenticity and shame. With two TED talks under her belt, Brené Brown brings her humor and empathy to Netflix to discuss what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",5.565,/cnjzskLPzbQiQCwJGRt05FFTUpH.jpg,[],[],2019-04-19,0.0,76.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Brené Brown: The Call to Courage,False,6.9,35.0,,,,
False,/gM1WB9sbqTdBri5XYtxPz0ectr.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,719410.0,tt10329134,zh,刻在你心底的名字,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",19.514,/m3y8B4beaYjGltS7G2zltURfaUD.jpg,"[{'id': 114718, 'logo_path': None, 'name': 'Oxygen Film Studio', 'origin_country': 'TW'}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2020-09-30,0.0,118.0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Who is the one linger in your heart after all these years?,Your Name Engraved Herein,False,8.0,175.0,,,,
False,/f4r44unFU6uS9bdlhm72htW2l2T.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://www.netflix.com/title/80235267,660637.0,tt11525022,es,El baile de los 41,"Mexico City, November 1901. The police raid a private home where a secret party is being held. Among those attending is the son-in-law of President Porfirio Díaz.",10.105,/jcSqwsEtT7wKfQ8oKaaulMMGUdS.jpg,"[{'id': 1719, 'logo_path': '/nCCpnwdybGqektBEjqpz6WX0cbF.png', 'name': 'Canana', 'origin_country': 'MX'}, {'id': 94730, 'logo_path': None, 'name': 'El Estudio', 'origin_country': 'MX'}, {'id': 2535, 'logo_path': None, 'name': 'Bananeira Filmes', 'origin_country': 'BR'}, {'id': 154218, 'logo_path': None, 'name': 'EFD', 'origin_country': 'MX'}, {'id': 13573, 'logo_path': '/4dqepK1XdLklrsYdnFpCEkOPXLX.png', 'name': 'Canal Brasil', 'origin_country': 'BR'}, {'id': 58879, 'logo_path': '/le0j7yzBOYcxGqC7YeuiFmgP5E3.png', 'name': 'Labo', 'origin_country': 'MX'}, {'id': 7764, 'logo_path': '/6YQPMXHq7juxomK9Sy3zBqbalsD.png', 'name': 'Telecine', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",2020-11-19,0.0,99.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Dance of the Forty One,False,7.909,170.0,,,,
