,0
12829,tt3421044
12830,tt15703048
12831,tt14675170
12832,tt1577875
12833,tt4817846
12834,tt3474612
12835,tt12049828
12836,tt4021982
12837,tt0278487
12838,tt12964480
12839,tt8225516
12840,tt10970616
12841,tt15223014
12842,tt0130710
12843,tt2790688
12844,tt23367280
12845,tt9893350
12846,tt15291676
12847,tt10490868
12848,tt6193662
12849,tt14342632
12850,tt13151106
12851,tt15719078
12852,tt18270004
12853,tt7598806
12854,tt0279092
12855,tt1370439
12856,tt11994320
12857,tt2301966
12858,tt0034293
12859,tt0305148
12860,tt9328928
12861,tt7284724
12862,tt5123352
12863,tt6560006
12864,tt15058802
12865,tt2617116
12866,tt0053209
12867,tt0143038
12868,tt12545578
12869,tt15320218
12870,tt7685126
12871,tt8702882
12872,tt2058358
12873,tt13224542
12874,tt14446694
12875,tt0120442
12876,tt9259292
12877,tt11460640
12878,tt5516266
12879,tt16173172
12880,tt14033674
12881,tt1479933
12882,tt13193946
12883,tt1616187
12884,tt3965476
12885,tt0764808
12886,tt6182032
12887,tt1690695
12888,tt10776170
12889,tt13076538
12890,tt10388732
12891,tt0200438
12892,tt1018855
12893,tt21290730
12894,tt8774852
12895,tt1639211
12896,tt15941182
12897,tt0851326
12898,tt1008691
12899,tt4989252
12900,tt3707908
12901,tt18260708
12902,tt19050760
12903,tt22972372
12904,tt0059167
12905,tt8246090
12906,tt13270302
12907,tt24250368
12908,tt4248068
12909,tt12255826
12910,tt6605822
12911,tt20768138
12912,tt26899755
12913,tt6951796
12914,tt11823480
12915,tt10638950
12916,tt3914690
12917,tt14841788
12918,tt3046880
12919,tt18934234
12920,tt23944640
12921,tt5458560
12922,tt1970966
12923,tt13122538
12924,tt6557584
12925,tt5291590
12926,tt6062920
12927,tt0270146
12928,tt1962237
12929,tt9488930
12930,tt0993911
12931,tt4784604
12932,tt16293738
12933,tt11822504
12934,tt18395008
12935,tt0472313
12936,tt26233932
12937,tt26745944
12938,tt0609939
12939,tt12917280
12940,tt6950812
12941,tt9056620
12942,tt0305230
12943,tt1984272
12944,tt0228169
12945,tt1838671
12946,tt16174798
12947,tt0576652
12948,tt3346402
12949,tt21969854
12950,tt4915400
12951,tt4538474
12952,tt23140032
12953,tt10950974
12954,tt0573897
12955,tt0957364
12956,tt15504890
12957,tt8083252
12958,tt13493936
12959,tt1882483
12960,tt12165644
12961,tt13707392
12962,tt4315094
12963,tt21377582
12964,tt3739072
12965,tt6010876
12966,tt15976936
12967,tt3257208
12968,tt26736564
12969,tt27027005
12970,tt0312285
12971,tt3920574
12972,tt15009342
12973,tt11162862
12974,tt15847266
12975,tt19284476
12976,tt15747570
12977,tt1867755
12978,tt22854586
12979,tt13457904
12980,tt11206998
12981,tt6166478
12982,tt10737766
12983,tt15414280
12984,tt2867876
12985,tt1336975
12986,tt15099032
12987,tt1918464
12988,tt9111306
12989,tt6888212
12990,tt10673488
12991,tt14114902
12992,tt9531404
12993,tt4641472
12994,tt10028752
12995,tt7798774
12996,tt4496392
12997,tt1880599
12998,tt11621056
12999,tt16220322
13000,tt0000585
13001,tt27348933
13002,tt4604986
13003,tt13739692
13004,tt2085083
13005,tt2210487
13006,tt0417206
13007,tt12633432
13008,tt9131950
13009,tt6604634
13010,tt21060296
13011,tt12820400
13012,tt1949982
13013,tt1436773
13014,tt6155896
13015,tt2257119
13016,tt7362496
13017,tt0192762
13018,tt7503850
13019,tt7178146
13020,tt14868554
13021,tt7188272
13022,tt6554574
13023,tt21838718
13024,tt9034588
13025,tt0775854
13026,tt12134116
13027,tt9345274
13028,tt16353164
13029,tt4474696
13030,tt5578350
13031,tt0538967
13032,tt14888938
13033,tt5450110
13034,tt2072927
13035,tt0277951
13036,tt12914460
13037,tt8540730
13038,tt13815264
13039,tt4709732
13040,tt2423282
13041,tt0990872
13042,tt5449922
13043,tt1360848
13044,tt7680776
13045,tt1132666
13046,tt25148950
13047,tt10522432
13048,tt21803674
13049,tt8160808
13050,tt7832904
13051,tt19036522
13052,tt11131812
13053,tt11694622
13054,tt16416210
13055,tt1513683
13056,tt7429408
13057,tt13488932
13058,tt14963732
13059,tt2044199
13060,tt1564895
13061,tt3335426
13062,tt11927852
13063,tt13204254
13064,tt12670614
13065,tt0344177
13066,tt0121959
13067,tt6790214
13068,tt9311962
13069,tt6845976
13070,tt0720129
13071,tt3607662
13072,tt3705272
13073,tt27125003
13074,tt22374590
13075,tt5133356
13076,tt21965328
13077,tt1609425
13078,tt14352874
13079,tt11925160
13080,tt9403218
13081,tt9108688
13082,tt8077888
13083,tt25830556
13084,tt15710238
13085,tt5812254
13086,tt1421543
13087,tt19079574
13088,tt9294928
13089,tt9322252
13090,tt2356667
13091,tt5288654
13092,tt14679452
13093,tt7134418
13094,tt6227724
13095,tt13606066
13096,tt5505986
13097,tt2368847
13098,tt11262212
13099,tt12868186
13100,tt17220104
13101,tt5627404
13102,tt9262456
13103,tt16341680
13104,tt6587002
13105,tt0589107
13106,tt12090802
13107,tt5604562
13108,tt13505726
13109,tt8239534
13110,tt9167138
13111,tt0513770
13112,tt11005928
13113,tt12519826
13114,tt6415836
13115,tt5782880
13116,tt7529398
13117,tt12541064
13118,tt0382761
13119,tt17161508
13120,tt10643974
13121,tt2575768
13122,tt3347418
13123,tt1694184
13124,tt10051696
13125,tt12512600
13126,tt0034181
13127,tt6211704
13128,tt13081184
13129,tt6340288
13130,tt14024098
13131,tt18250230
13132,tt19851012
13133,tt3530922
13134,tt13274204
13135,tt18309540
13136,tt12618984
13137,tt1429579
13138,tt1015253
13139,tt0448185
13140,tt1541871
13141,tt11221508
13142,tt10764448
13143,tt1865371
13144,tt5600326
13145,tt15297450
13146,tt5018272
13147,tt13636484
13148,tt0263718
13149,tt0658606
13150,tt16308644
13151,tt10663004
13152,tt3849046
13153,tt13842600
13154,tt12562408
13155,tt9749638
13156,tt1556937
13157,tt0128473
13158,tt19863746
13159,tt0666219
13160,tt2100996
13161,tt8937796
13162,tt1167793
13163,tt1134701
13164,tt11776622
13165,tt0233503
13166,tt19711638
13167,tt1432636
13168,tt6858218
13169,tt0072312
13170,tt18564344
13171,tt2409844
13172,tt0385626
13173,tt0322746
13174,tt14773054
13175,tt10072326
13176,tt14862160
13177,tt9743524
13178,tt7155962
13179,tt14295748
13180,tt26344270
13181,tt2287800
13182,tt7861664
13183,tt0706290
13184,tt13178176
13185,tt0768100
13186,tt1516806
13187,tt7680320
13188,tt15309780
13189,tt13791680
13190,tt1655560
13191,tt25621628
13192,tt5863982
13193,tt16319482
13194,tt1801552
13195,tt0173195
13196,tt19175904
13197,tt15211430
13198,tt1318580
13199,tt17376188
13200,tt4723320
13201,tt7865654
13202,tt1161163
13203,tt16048772
13204,tt2884486
13205,tt14764730
13206,tt2937570
13207,tt15246954
13208,tt0024595
13209,tt0808393
13210,tt10758992
13211,tt12295214
13212,tt25374938
13213,tt1919514
13214,tt3774862
13215,tt15081074
13216,tt8882142
13217,tt3432280
13218,tt4202466
13219,tt20414668
13220,tt5181250
13221,tt8895016
13222,tt15614636
13223,tt6925422
13224,tt16587986
13225,tt5720046
13226,tt11345660
13227,tt4982892
13228,tt24061354
13229,tt15699878
13230,tt1442880
13231,tt8034992
13232,tt18288546
13233,tt0072201
13234,tt5781240
13235,tt0413557
13236,tt1925915
13237,tt7059968
13238,tt14546116
13239,tt7990788
13240,tt6145652
13241,tt15762842
13242,tt10742310
13243,tt9260162
13244,tt13937504
13245,tt10332866
13246,tt26760598
13247,tt0045480
13248,tt18395208
13249,tt1145666
13250,tt11665086
13251,tt10289000
13252,tt4341726
13253,tt24078406
13254,tt15887282
13255,tt0410792
13256,tt19363428
13257,tt11556600
13258,tt1416718
13259,tt4500936
13260,tt0800063
13261,tt0510269
13262,tt11154488
13263,tt0815242
13264,tt1337372
13265,tt1799528
13266,tt15874358
13267,tt7567528
13268,tt11199928
13269,tt12550488
13270,tt3631964
13271,tt12917946
13272,tt20780560
13273,tt9664810
13274,tt0667851
13275,tt6835900
13276,tt13566524
13277,tt12525412
13278,tt27419681
13279,tt0345081
13280,tt2598666
13281,tt1956483
13282,tt2338874
13283,tt5114430
13284,tt1051152
13285,tt14666708
13286,tt0610912
13287,tt4901772
13288,tt0964335
13289,tt12454552
13290,tt10684732
13291,tt14198164
13292,tt12342050
13293,tt13114526
13294,tt21967240
13295,tt13140342
13296,tt0271964
13297,tt1508258
13298,tt16602324
13299,tt0823485
13300,tt7959106
13301,tt2605328
13302,tt6022638
13303,tt6154024
13304,tt4489704
13305,tt21141984
13306,tt15373238
13307,tt12807532
13308,tt11449416
13309,tt9425000
13310,tt2259437
13311,tt15465884
13312,tt14510778
13313,tt16045454
13314,tt13937580
13315,tt8684430
13316,tt20259344
13317,tt0973239
13318,tt14264906
13319,tt12591214
13320,tt13176978
13321,tt14108872
13322,tt12943416
13323,tt2042101
13324,tt18343112
13325,tt0475986
13326,tt19377406
13327,tt13684184
13328,tt0896572
13329,tt10377188
13330,tt2353556
13331,tt10099630
13332,tt8538048
13333,tt13362394
13334,tt13703320
13335,tt1820455
13336,tt0091709
13337,tt4674494
13338,tt14167472
13339,tt23785346
13340,tt1505631
13341,tt0090370
13342,tt15609904
13343,tt20876298
13344,tt0427394
13345,tt11300794
13346,tt2883532
13347,tt1845317
13348,tt14548624
13349,tt14586566
13350,tt9454718
13351,tt10100496
13352,tt0121446
13353,tt19838868
13354,tt1302745
13355,tt2504738
13356,tt0720159
13357,tt0095030
13358,tt4816478
13359,tt3632856
13360,tt13596528
13361,tt13606346
13362,tt0107768
13363,tt0510570
13364,tt1571012
13365,tt1205079
13366,tt6387466
13367,tt5069620
13368,tt12148276
13369,tt10905740
13370,tt10808592
13371,tt9712994
13372,tt3575856
13373,tt12113608
13374,tt1154416
13375,tt8348422
13376,tt4198590
13377,tt3808290
13378,tt21068120
13379,tt2304861
13380,tt16304500
13381,tt7421288
13382,tt14103870
13383,tt2714244
13384,tt13013268
13385,tt22750502
13386,tt9357390
13387,tt2192534
13388,tt0697580
13389,tt9123162
13390,tt10799492
13391,tt0351991
13392,tt0005810
13393,tt0988034
13394,tt12117222
13395,tt0366178
13396,tt8847734
13397,tt7225214
13398,tt1565185
13399,tt6305864
13400,tt26323214
13401,tt1968805
13402,tt6591900
13403,tt14421902
13404,tt1367233
13405,tt1309422
13406,tt8387436
13407,tt7748426
13408,tt4377116
13409,tt9273404
13410,tt2667614
13411,tt23398494
13412,tt5436486
13413,tt1456615
13414,tt8626710
13415,tt3189728
13416,tt1351894
13417,tt18483266
13418,tt1837929
13419,tt16365080
13420,tt6729856
13421,tt7486666
13422,tt10547108
13423,tt8823260
13424,tt20862702
13425,tt2027050
13426,tt24578018
13427,tt10841720
13428,tt9095946
13429,tt21056822
13430,tt26755360
13431,tt11529520
13432,tt27117881
13433,tt4259470
13434,tt3403862
13435,tt6824082
13436,tt1984738
13437,tt1914119
13438,tt13920612
13439,tt21850988
13440,tt5815140
13441,tt23902002
13442,tt12454984
13443,tt4093920
13444,tt13276820
13445,tt11859890
13446,tt5805046
13447,tt12936482
13448,tt13941974
13449,tt0880005
13450,tt4707856
13451,tt7544798
13452,tt13509758
13453,tt19866960
13454,tt16347192
13455,tt15359270
13456,tt1770533
13457,tt17076196
13458,tt15403426
13459,tt19813850
13460,tt2318258
13461,tt13272948
13462,tt2074492
13463,tt0147956
13464,tt12404030
13465,tt13011932
13466,tt15243856
13467,tt7968338
13468,tt5088724
13469,tt0979861
13470,tt0311616
13471,tt1876471
13472,tt6965912
13473,tt2903152
13474,tt3902684
13475,tt13855102
13476,tt5789082
13477,tt4185848
13478,tt0509980
13479,tt1490517
13480,tt6191328
13481,tt25839426
13482,tt0621061
13483,tt26924584
13484,tt8945494
13485,tt19814454
13486,tt10181432
13487,tt7421950
13488,tt1767307
13489,tt26774502
13490,tt8179978
13491,tt14653998
13492,tt11260412
13493,tt8621998
13494,tt4359686
13495,tt27530241
13496,tt2000362
13497,tt18343004
13498,tt21940680
13499,tt14675728
13500,tt13025882
13501,tt3774022
13502,tt15407692
13503,tt5613762
13504,tt8445988
13505,tt0376777
13506,tt7986708
13507,tt3147830
13508,tt0946046
13509,tt11620694
13510,tt21358476
13511,tt10501096
13512,tt11399126
13513,tt8806296
13514,tt0083135
13515,tt16737286
13516,tt21317106
13517,tt3169018
13518,tt0616339
13519,tt8018882
13520,tt7551258
13521,tt2895250
13522,tt12321938
13523,tt3665700
13524,tt0911169
13525,tt12601684
13526,tt22190884
13527,tt9643850
13528,tt6422382
13529,tt7151718
13530,tt26939821
13531,tt4758644
13532,tt12127684
13533,tt5316876
13534,tt0607578
13535,tt2684454
13536,tt5961210
13537,tt12367386
13538,tt15788776
13539,tt12779442
13540,tt9487290
13541,tt12149122
13542,tt9438620
13543,tt23804184
13544,tt0672685
13545,tt12348440
13546,tt0288476
13547,tt3280264
13548,tt18213894
13549,tt26897860
13550,tt3756278
13551,tt6001226
13552,tt15277490
13553,tt1927692
13554,tt2772724
13555,tt5625770
13556,tt11759090
13557,tt0128624
13558,tt26917293
13559,tt12059426
13560,tt8372126
13561,tt4976066
13562,tt1232142
13563,tt16252002
13564,tt13434950
13565,tt5214686
13566,tt21212282
13567,tt1406476
13568,tt6950642
13569,tt17071698
13570,tt11024318
13571,tt0946847
13572,tt5711616
13573,tt27550711
13574,tt10745612
13575,tt16027468
13576,tt13564600
13577,tt5373110
13578,tt1728420
13579,tt9498848
13580,tt0414995
13581,tt13519986
13582,tt20816134
13583,tt13287398
13584,tt21912768
13585,tt1316402
13586,tt0035335
13587,tt8225880
13588,tt10817802
13589,tt16044614
13590,tt0268960
13591,tt1396361
13592,tt7175792
13593,tt6511246
13594,tt2165228
13595,tt7345400
13596,tt21043170
13597,tt6049790
13598,tt14114392
13599,tt13300914
13600,tt12888240
13601,tt9653960
13602,tt0987922
13603,tt3478424
13604,tt11675680
13605,tt2890058
13606,tt3543442
13607,tt0120187
13608,tt9830088
13609,tt17048074
13610,tt1175770
13611,tt13397220
13612,tt27389523
13613,tt5539378
13614,tt13189270
13615,tt4805766
13616,tt5189424
13617,tt9715538
13618,tt0466962
13619,tt0010990
13620,tt15307282
13621,tt5409514
13622,tt1803123
13623,tt12704320
13624,tt12065522
13625,tt0169275
13626,tt2076529
13627,tt1359740
13628,tt12560822
13629,tt12790548
13630,tt10863450
13631,tt20203878
13632,tt8526422
13633,tt2346388
13634,tt13336464
13635,tt23779440
13636,tt1987142
13637,tt12416970
13638,tt14493540
13639,tt0146303
13640,tt8249304
13641,tt2007607
13642,tt3046496
13643,tt4693638
13644,tt10683008
13645,tt14514690
13646,tt0449636
13647,tt4640634
13648,tt15768324
13649,tt12945336
13650,tt12643904
13651,tt7021684
13652,tt1717747
13653,tt1843506
13654,tt2173016
13655,tt17490002
13656,tt26242648
13657,tt0250634
13658,tt5045952
13659,tt5670200
13660,tt0289056
13661,tt16741958
13662,tt9102202
13663,tt23472482
13664,tt3830026
13665,tt15163770
13666,tt16143478
13667,tt9129616
13668,tt9587360
13669,tt21305268
13670,tt1368712
13671,tt1000220
13672,tt19244052
13673,tt1521660
13674,tt0089774
13675,tt0308394
13676,tt0168392
13677,tt1003955
13678,tt3719156
13679,tt10084814
13680,tt13285216
13681,tt4207188
13682,tt6579538
13683,tt4071584
13684,tt0104482
13685,tt1179358
13686,tt7788278
13687,tt19035212
13688,tt11307190
13689,tt16914370
13690,tt1439442
13691,tt26338328
13692,tt13589624
13693,tt2693432
13694,tt26733867
13695,tt8239240
13696,tt11631596
13697,tt6908518
13698,tt4561776
13699,tt2683686
13700,tt18751078
13701,tt12989402
13702,tt1674926
13703,tt3748460
13704,tt15968402
13705,tt8394168
13706,tt0813874
13707,tt22081434
13708,tt8169378
13709,tt22500920
13710,tt5548390
13711,tt13172716
13712,tt8884394
13713,tt0266604
13714,tt9287976
13715,tt3227106
13716,tt13061778
13717,tt3081270
13718,tt5222754
13719,tt0399432
13720,tt23636304
13721,tt24327690
13722,tt10604534
13723,tt0357563
13724,tt27447177
13725,tt21876696
13726,tt14173028
13727,tt7474266
13728,tt16987162
13729,tt6880694
13730,tt3616244
13731,tt1674191
13732,tt1049028
13733,tt3752298
13734,tt22267488
13735,tt7347262
13736,tt4627882
13737,tt5147428
13738,tt9882808
13739,tt21662158
13740,tt3820786
13741,tt1410764
13742,tt2895178
13743,tt4376294
13744,tt4371944
13745,tt8056372
13746,tt5845370
13747,tt15778498
13748,tt9635364
13749,tt14030446
13750,tt19713918
13751,tt11330064
13752,tt5140966
13753,tt23813426
13754,tt11270826
13755,tt8342758
13756,tt5930932
13757,tt14779856
13758,tt2855964
13759,tt6936698
13760,tt0385484
13761,tt2706558
13762,tt9309820
13763,tt8397996
13764,tt2834190
13765,tt12727152
13766,tt5827960
13767,tt7148912
13768,tt0644595
13769,tt5152208
13770,tt9693998
13771,tt0387589
13772,tt1647687
13773,tt3101838
13774,tt26862521
13775,tt9781232
13776,tt27027612
13777,tt12045792
13778,tt19638470
13779,tt9274250
13780,tt15667106
13781,tt15526690
13782,tt5764614
13783,tt8300854
13784,tt10866852
13785,tt0761446
13786,tt15508704
13787,tt1699674
13788,tt2143122
13789,tt6243954
13790,tt1731708
13791,tt0226406
13792,tt10784118
13793,tt13113308
13794,tt15209234
13795,tt20735326
13796,tt2130225
13797,tt3845610
13798,tt5052078
13799,tt23400442
13800,tt1303874
13801,tt11128356
13802,tt22041450
13803,tt0274357
13804,tt5502386
13805,tt2005912
13806,tt6363512
13807,tt3253796
13808,tt7535488
13809,tt13363616
13810,tt4252174
13811,tt1789114
13812,tt11701660
13813,tt13012256
13814,tt3710188
13815,tt2664258
13816,tt7438936
13817,tt0392993
13818,tt6483384
13819,tt2183934
13820,tt10503114
13821,tt0925259
13822,tt11351308
13823,tt1338706
13824,tt1400111
13825,tt11592156
13826,tt16275426
13827,tt26682819
13828,tt1148807
13829,tt0925151
13830,tt2795226
13831,tt10441898
13832,tt8194728
13833,tt24220828
13834,tt10292040
13835,tt3588638
13836,tt12895316
13837,tt0877468
13838,tt21570726
13839,tt3403534
13840,tt4241988
13841,tt17071660
13842,tt10362288
13843,tt9891646
13844,tt14070206
13845,tt8132250
13846,tt6169914
13847,tt1022322
13848,tt6675002
13849,tt14791642
13850,tt2863168
13851,tt2177625
13852,tt10552932
13853,tt11638376
13854,tt14732678
13855,tt22894874
13856,tt11051898
13857,tt2244711
13858,tt2963866
13859,tt26675879
13860,tt21377896
13861,tt2168975
13862,tt3685548
13863,tt20236570
13864,tt4099318
13865,tt6740342
13866,tt21230152
13867,tt13721720
13868,tt15217636
13869,tt11380266
13870,tt7072850
13871,tt13819108
13872,tt4685706
13873,tt12862958
13874,tt0448222
13875,tt8953216
13876,tt21200012
13877,tt13379856
13878,tt2824090
13879,tt11600042
13880,tt16319320
13881,tt3582748
13882,tt14394490
13883,tt16449480
13884,tt9277106
13885,tt6658406
13886,tt0019642
13887,tt6954566
13888,tt10335102
13889,tt0197401
13890,tt24701090
13891,tt14705816
13892,tt15173816
13893,tt1446611
13894,tt12416626
13895,tt7916330
13896,tt21991836
13897,tt3691250
13898,tt1114743
13899,tt10361482
13900,tt14119120
13901,tt14696648
13902,tt2749246
13903,tt21973460
13904,tt8213770
13905,tt0048122
13906,tt10564942
13907,tt4755924
13908,tt8052768
13909,tt10722754
13910,tt15886254
13911,tt3775532
13912,tt13892866
13913,tt15866200
13914,tt26741537
13915,tt11456016
13916,tt0787371
13917,tt12238164
13918,tt0522319
13919,tt9136274
13920,tt0951185
13921,tt8934516
13922,tt23183862
13923,tt1813401
13924,tt1703619
13925,tt3230326
13926,tt4369934
13927,tt1767721
13928,tt8970106
13929,tt16026392
13930,tt13839960
13931,tt3067808
13932,tt1466706
13933,tt0249407
13934,tt12209514
13935,tt13844292
13936,tt19681830
13937,tt12509300
13938,tt13500526
13939,tt1213985
13940,tt0809448
13941,tt8242656
13942,tt8220556
13943,tt6932946
13944,tt4789600
13945,tt0030232
13946,tt1364228
13947,tt9407148
13948,tt2218759
13949,tt19845318
13950,tt1316459
13951,tt13158154
13952,tt9179768
13953,tt8632356
13954,tt0520402
13955,tt16238854
13956,tt6765232
13957,tt14666706
13958,tt0313155
13959,tt12130082
13960,tt4282060
13961,tt0227783
13962,tt11614908
13963,tt6090736
13964,tt2227408
13965,tt0946949
13966,tt3948234
13967,tt1907060
13968,tt11684736
13969,tt1236918
13970,tt9832398
13971,tt2687618
13972,tt0082308
13973,tt3166630
13974,tt10321804
13975,tt0764111
13976,tt6100340
13977,tt7568340
13978,tt12491112
13979,tt0207892
13980,tt26692398
13981,tt0081410
13982,tt9901182
13983,tt5756032
13984,tt10697668
13985,tt2374683
13986,tt4503730
13987,tt4117420
13988,tt7625452
13989,tt3089354
13990,tt13239098
13991,tt1379523
13992,tt22167116
13993,tt13311530
13994,tt11630034
13995,tt21604976
13996,tt16969524
13997,tt3076546
13998,tt23850092
13999,tt7166908
14000,tt0277648
14001,tt11544500
14002,tt0877727
14003,tt7059938
14004,tt6320432
14005,tt21850434
14006,tt6594478
14007,tt5481838
14008,tt3970274
14009,tt11601542
14010,tt12786218
14011,tt1836477
14012,tt15696348
14013,tt0558338
14014,tt10610258
14015,tt9053698
14016,tt2958540
14017,tt2154651
14018,tt1588785
14019,tt26902714
14020,tt3373514
14021,tt14368748
14022,tt21370926
14023,tt7829818
14024,tt10617412
14025,tt19178632
14026,tt15438194
14027,tt15477922
14028,tt1869458
14029,tt0126073
14030,tt8134316
14031,tt2773960
14032,tt15706514
14033,tt0032416
14034,tt15292084
14035,tt15482116
14036,tt0456801
14037,tt17065936
14038,tt26340055
14039,tt4413532
14040,tt1857824
14041,tt10730160
14042,tt0054724
14043,tt12995920
14044,tt1574945
14045,tt1617812
14046,tt8690090
14047,tt3047068
14048,tt16969116
14049,tt11129694
14050,tt11236740
14051,tt4292782
14052,tt3436208
14053,tt23334368
14054,tt0713505
14055,tt9078730
14056,tt9787364
14057,tt7763272
14058,tt15023724
14059,tt5997446
14060,tt9296890
14061,tt15093732
14062,tt10011448
14063,tt12107650
14064,tt0633438
14065,tt16436216
14066,tt1104572
14067,tt3247424
14068,tt10426032
14069,tt0305803
14070,tt14756128
14071,tt7388070
14072,tt8203940
14073,tt6974738
14074,tt27477783
14075,tt12162352
14076,tt10678502
14077,tt0874428
14078,tt0060162
14079,tt11393676
14080,tt0418262
14081,tt2262518
14082,tt6371072
14083,tt2081193
14084,tt19636904
14085,tt14516464
14086,tt11384056
14087,tt5291232
14088,tt1945649
14089,tt11749934
14090,tt14261080
14091,tt9058386
14092,tt14909006
14093,tt11359702
14094,tt2050020
14095,tt16730194
14096,tt22937672
14097,tt3792006
14098,tt15655674
14099,tt7439980
14100,tt13392586
14101,tt12576572
14102,tt15492572
14103,tt5123724
14104,tt7004394
14105,tt4963000
14106,tt9793286
14107,tt0414127
14108,tt5685542
14109,tt2887894
14110,tt1385913
14111,tt1977726
14112,tt13973732
14113,tt16046688
14114,tt0114448
14115,tt2925656
14116,tt5422302
14117,tt12599008
14118,tt1999308
14119,tt16262592
14120,tt0762563
14121,tt0441537
14122,tt8082520
14123,tt10453138
14124,tt12640790
14125,tt11425226
14126,tt24072794
14127,tt0857457
14128,tt4113538
14129,tt6702352
14130,tt10107018
14131,tt5095904
14132,tt24080092
14133,tt1844208
14134,tt1375827
14135,tt0441476
14136,tt0249099
14137,tt14276726
14138,tt15090674
14139,tt4745432
14140,tt7263948
14141,tt9435672
14142,tt4401356
14143,tt10710844
14144,tt5450966
14145,tt4730282
14146,tt0725655
14147,tt1972996
14148,tt3540180
14149,tt15501110
14150,tt1875126
14151,tt0012903
14152,tt7176372
14153,tt1911423
14154,tt6941464
14155,tt1136293
14156,tt8492022
14157,tt13581372
14158,tt11098946
14159,tt8203788
14160,tt7330844
14161,tt20198858
14162,tt9023562
14163,tt17009096
14164,tt21740282
14165,tt14023522
14166,tt6446974
14167,tt7669596
14168,tt3633976
14169,tt5992244
14170,tt13482506
14171,tt4223700
14172,tt9778758
14173,tt11371366
14174,tt5068024
14175,tt3644758
14176,tt0617894
14177,tt0517139
14178,tt0149747
14179,tt23863986
14180,tt9067688
14181,tt6705776
14182,tt0959409
14183,tt0550628
14184,tt8765910
14185,tt6368622
14186,tt1451130
14187,tt3245480
14188,tt3529690
14189,tt7989204
14190,tt10051536
14191,tt2052735
14192,tt5591838
14193,tt23334910
14194,tt2240628
14195,tt1362419
14196,tt15228288
14197,tt8340690
14198,tt11117822
14199,tt0986097
14200,tt1905387
14201,tt1135571
14202,tt4447012
14203,tt1239936
14204,tt0104688
14205,tt0400700
14206,tt3637458
14207,tt3900418
14208,tt7022008
14209,tt2161171
14210,tt2226645
14211,tt14211644
14212,tt10222334
14213,tt8366924
14214,tt14791822
14215,tt1563838
14216,tt1263424
14217,tt26316214
14218,tt3855600
14219,tt3797106
14220,tt1981096
14221,tt4517976
14222,tt3842510
14223,tt11578954
14224,tt11792882
14225,tt11308998
14226,tt8170872
14227,tt4960266
14228,tt2161934
14229,tt0212805
14230,tt20855086
14231,tt22872834
14232,tt10791058
14233,tt1499493
14234,tt18830008
14235,tt6916296
14236,tt23159860
14237,tt2058327
14238,tt0233943
14239,tt18828896
14240,tt1913149
14241,tt11648760
14242,tt2922622
14243,tt16447354
14244,tt1389060
14245,tt5418542
14246,tt1143862
14247,tt6988116
14248,tt2116127
14249,tt12727080
14250,tt14251124
14251,tt4786856
14252,tt2354196
14253,tt1641787
14254,tt15775944
14255,tt10516154
14256,tt11840572
14257,tt7735626
14258,tt1220058
14259,tt1477562
14260,tt8788530
14261,tt10101692
14262,tt27330414
14263,tt18752786
14264,tt23391506
14265,tt15547376
14266,tt0057478
14267,tt1573646
14268,tt5545198
14269,tt15452636
14270,tt6801846
14271,tt15614226
14272,tt2038915
14273,tt3223048
14274,tt9640714
14275,tt11384942
14276,tt9685418
14277,tt0937010
14278,tt25903358
14279,tt0859961
14280,tt18360042
14281,tt21799012
14282,tt3695428
14283,tt5392608
14284,tt1370674
14285,tt16164298
14286,tt9517112
14287,tt15055706
14288,tt21281424
14289,tt2707174
14290,tt12977452
14291,tt27115023
14292,tt15854992
14293,tt1063283
14294,tt13303032
14295,tt18552672
14296,tt16976646
14297,tt11067336
14298,tt10503872
14299,tt15404596
14300,tt8314080
14301,tt14776804
14302,tt12892688
14303,tt4165952
14304,tt5710862
14305,tt4068542
14306,tt15165890
14307,tt10365910
14308,tt10210684
14309,tt0568867
14310,tt13078546
14311,tt8215516
14312,tt7357150
14313,tt6126920
14314,tt10094418
14315,tt1196478
14316,tt12811556
14317,tt1045486
14318,tt8703778
14319,tt9474166
14320,tt14916220
14321,tt14028950
14322,tt10074400
14323,tt9186104
14324,tt7140194
14325,tt0726406
14326,tt1191796
14327,tt6487170
14328,tt12055126
14329,tt23858054
14330,tt21145406
14331,tt0342092
14332,tt9906290
14333,tt16607946
14334,tt0415221
14335,tt4471202
14336,tt11566038
14337,tt10659070
14338,tt7987014
14339,tt1483615
14340,tt1202472
14341,tt11880100
14342,tt3499064
14343,tt2169619
14344,tt11430226
14345,tt4578708
14346,tt11195130
14347,tt9676582
14348,tt2104845
14349,tt10322690
14350,tt24693928
14351,tt21315608
14352,tt8433000
14353,tt1512980
14354,tt9398530
14355,tt8769080
14356,tt22006610
14357,tt12045786
14358,tt5854468
14359,tt18556140
14360,tt9200338
14361,tt20857144
14362,tt5307270
14363,tt9852286
14364,tt2456762
14365,tt3924546
14366,tt13494018
14367,tt10118144
14368,tt0326131
14369,tt3784876
14370,tt25179260
14371,tt22001688
14372,tt18316836
14373,tt14452016
14374,tt0220445
14375,tt1210714
14376,tt5412786
14377,tt13924516
14378,tt7503422
14379,tt0001973
14380,tt12232740
14381,tt24580258
14382,tt26449242
14383,tt14265566
